,type,score,title,seasons,image,link,generos,pais,tags,fecha,duracion,sinopsis,audio,subtítulos
403,SERIE,6.5,Olor de colònia,Serie completa,https://static.filmin.es/images/media/19836/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/olor-de-colonia,Drama,España,"Cine Catalán, Series y películas de TV3, Nominadas y premiadas Gaudí, Revolución Industrial, Basado en una Novela, Relaciones Familiares, Relaciones Sentimentales, Literatura catalana, Mini Series, Series Españolas",2012.0, Serie completa ,"Título solo disponible en Versión Original en Catalán.

Adaptación, nominada a los Gaudí, del best-seller de Sílvia Alcántara que muestra la vida y las intrigas de una colonia textil del Llobregat desde 1953 hasta los años sesenta.

Una historia sobre una gente, un lugar y una época de la Cataluña interior de mediados del siglo pasado, que gira en torno a unos referentes universales (el poder, la resignación, la religión, la supervivencia, la posguerra...). Es la historia de una Colonia del sector algodonero en los años cincuenta, con las vivencias de las personas que la componen; sus amores y odios, servidumbres, silencios cómplices y las mil relaciones profesionales y emocionales. Unos personajes rotundamente humanos, ni héroes ni víctimas, con sus ilusiones, debilidades, contradicciones, miedos y cobardías.",Catalán,
404,SERIE,7.1,Varg Veum,Serie completa,https://static.filmin.es/images/media/2742/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/varg-veum,Drama,Noruega,"Thriller Nórdico, Cine Nórdico, Series Thriller, Series nórdicas",2008.0, Serie completa ,Presentamos las películas creadas para televisión protagonizadas por el detective Varg Veum. Imprescindible para los amantes del thriller nórdico y los seguidores de Wallander.,"Español
Noruego",
405,SERIE,8.7,Plats Bruts,2 Temporadas,https://static.filmin.es/images/media/14749/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/plats-bruts,Thriller,España,"1 Premio Ondas, Otros 1 premios o nominaciones, Comedia en Serie, Treintañeros, Compañeros de Piso, Metacine, Vecindario, Series y películas de TV3, Amistad, Series Españolas",1999.0, 2 Temporadas ,"Catalunya vivió su particular ""Friends"" con esta hilarante serie de televisión sobre compañeros de piso que encumbró a la fama a Jordi Sánchez, Antonio Recio en ""La que se avecina"" y Joel Joan (El Crac)

Dos jóvenes de personalidades muy diferentes que comparten piso: Josep Lopes (Jordi Sánchez), un locutor de radio de 34 años, es un hombre apático, pesimista e hipocondriaco; David Güell (Joel Joan), un joven de familia acomodada, estudia para ser actor.","Español
Catalán",
406,SERIE,7.8,Jack El Destripador,Serie completa,https://static.filmin.es/images/media/2951/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/jack-el-destripador,"ComediaThriller, Clásicos",Reino Unido,"1 Globos de Oro, Jack el Destripador, Clásicos, Asesino en serie, Series de época, Londres Negro, Época Victoriana, Murder Mistery, Series Thriller, Mini Series, Series Británicas",1988.0, Serie completa ,"Basada en los crímenes reales de Jack el Destripador, esta recreación televisiva de más de tres horas de duración presume de contar la verdadera versión de tan oscuro episodio histórico de la capital británica gracias a una intensa labor de documentación. No en vano se permitió el acceso de los guionistas a expedientes reveladores de Scotland Yard hechos públicos expresamente para la realización de este telefilm de gran calidad protagonizado por Michael Caine.
En Agosto de 1888 un macabro asesino mata y mutila a una prostituta llamada Mary Ann Nichols en el humilde barrio de Whitechapel, escandalizando al East End londinense por su brutal ejecución. En poco tiempo se irán sucediendo nuevos asesinatos de prostitutas siguiendo el mismo patrón, por lo que Scotland Yard encargará la investigación al inspector Frederick Abberline (Michael Caine). Al poco tiempo de iniciar sus pesquisas el hábil inspector descubrirá que el asesino no es un maníaco convencional ya que demuestra grandes conocimientos médicos en sus crímenes así como un intencionado afán de notoriedad que parece encubrir una compleja conspiración…","Español
Inglés",
407,SERIE,6.1,Salaó,Serie completa,https://static.filmin.es/images/media/24802/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/salao,"Drama, Romántica",España,"3 Premios Mestre Mateo, Melodrama, Drama de Época, Decimonónico, Saga Familiar, Relaciones Sentimentales, Relaciones Familiares, Pesca, Mini Series, Series Españolas",2013.0, Serie completa ,"Coproducción entre las televisions públicas catalana i gallega, ""Salaó"" es un melodrama de época alrededor de una saga familiar vinculada a la conserva de pescado.

A mediados del siglo XIX, un joven de Blanes es enviado a Galicia para dirigir una pequeña salazón, propiedad de uno de tantos catalanes que se han instalado allí buscando las sardinas que han desaparecido del Mediterráneo. Un desengaño amoroso muy doloroso, así como las circunstancias políticas, harán que se quede toda la vida y que acabe montando su propia salazón. Su hijo mayor tendrá que luchar tanto como el padre, pero esta vez el objetivo será transformar el negocio artesanal de la salazón en la que será el motor industrial de la Galicia del siglo XX: la conserva de pescado.",Catalán,
408,SERIE,8.9,Poirot,12 Temporadas,https://static.filmin.es/images/media/1184/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/poirot,"Thriller, Clásicos",Reino Unido,"Clásicos, Novela Negra, Movember, Escritoras, Obra de Agatha Christie, Murder Mistery, Detectives, Series de época",1989.0, 12 Temporadas ,"El famoso detective belga Hercule Poirot, encarnado con gran talento por David Suchet, se enfrenta a casos enrevesados en los que usualmente hay asesinatos, a veces en colaboración con el Inspector Japp (Philip Jackson) o bien con el Capitán Hastings (Hugh Fraser). Además de las convincentes actuaciones, la serie goza de rica ambientación y de un alto grado de fidelidad literaria de las fuentes originales, las novelas y cuentos de Agatha Christie.","Español
Inglés",
409,SERIE,7.9,Miss Marple,2 Temporadas,https://static.filmin.es/images/media/1169/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/miss-marple,Thriller,Reino Unido,"Mafias, Novela Negra, Escritoras, Series de época, Detectives, Obra de Agatha Christie, Murder Mistery",2004.0, 2 Temporadas ,"Geraldine McEwan interpreta el papel de la inquisitiva Miss Jane Marple en esta serie de nuevas adaptaciones de las famosas novelas de misterio y suspense de Agatha Christie. La apariencia de dulce anciana esconde una habilidad excelente para percibir la naturaleza humana y una agudísima intuición para resolver crímenes, siendo subestimada por los asesinos. Las historias originales de Agatha Christie han sido adaptadas por prestigiosos guionistas y producidas por el mismo equipo de la premiada serie de Poirot.",Español,
410,SERIE,6.8,Agatha Christie - Matrimonio de Sabuesos,Serie completa,https://static.filmin.es/images/media/1110/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/agatha-christie-matrimonio-de-sabuesos,"ThrillerThriller, Clásicos",Reino Unido,"Novela Negra, Clásicos, Obra de Agatha Christie, Series de época, Murder Mistery",1983.0, Serie completa ,"Francesca Annis y James Warwick encarnan al famoso dúo Tommy y Tuppence en una serie que destaca por los 10 thrillers que siguen a la película ""El Misterioso Señor Brown"". La Serie conquistó el Premio Emmy en 1985 y es considerada uno de los grandes clásicos del misterio de la década.",Español,
411,SERIE,6.3,Tornarem,Serie completa,https://static.filmin.es/images/media/19858/1/card_0_3_550x310.png,https://www.filmin.es/serie/tornarem,"Drama, Bélico",España,"1 Premios Gaudí, Otros 2 premios o nominaciones, Relaciones Sentimentales, Amor en tiempos de Guerra, Fascismo, II Guerra Mundial, Guerra Civil Española, Series y películas de TV3, Ganadora Gaudí, Nominadas y premiadas Gaudí, Cine Catalán, Franquismo, Mini Series, Series Españolas",2011.0, Serie completa ,"Título solo disponible en Versión Original en Catalán.

Con Bea Segura y Roger Coma como protagonistas, esta mini-serie explica la lucha por volver a casa de un grupo de exiliados españoles en Francia durante la Segunda Guerra Mundial. Ganadora del Gaudí a la Mejor Película para Televisión.

Al terminar la Guerra Civil española, un grupo de hombres y mujeres pasa la frontera francesa. Entre ellos está Lola, cuyo marido, Felipe, ha tenido que volver a Barcelona para recuperar a su hija, secuestrada por una columna falangista. En su periplo, será confinada en el campo de Argelès, iniciará una amistad con refugiados que lucharán junto al general Leclerc y se enamorará.",Catalán,
412,SERIE,7.5,Descalzo sobre la tierra roja,Serie completa,https://static.filmin.es/images/media/19786/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/descalzo-sobre-la-tierra-roja,Biopic,España,"1 Premios Gaudí, Otros 2 premios o nominaciones, Cine Social, Biopic Religioso, Nominadas y premiadas Gaudí, Series y películas de TV3, Ganadora Gaudí, Religión, Mini Series, Series Españolas",2013.0, Serie completa ,"Eduard Fernández encarna al obispo Pere Casaldàliga en esta mini-serie de dos episodios que adapta la novela homónima de Francesc Escribano.

Historia de la vida del obispo de Sao Félix do Araguaia Pere Casaldáliga, un misionero español conocido como el obispo de los pobres o la voz de los indios, que desarrolló su trabajo en Brasil y que tuvo que enfrentarse a la dictadura militar, a los terratenientes del lugar e incluso al Vaticano.",Catalán,
413,SERIE,6.0,El Secreto del Sáhara,Serie completa,https://static.filmin.es/images/media/19519/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/el-secreto-del-sahara,"BiopicAventuras, Clásicos",Italia,"Basado en una Novela, Morricone, Clásicos, Desierto, Ambientadas en los años 20, Sáhara, Series de época, Exploradores y Aventureros, Mini Series, Casa Árabe",1988.0, Serie completa ,"Andie MacDowell y Ben Kingsley en una serie de aventuras clásicas en el desierto que recuperaba un género que Hollywood había dado por perdido. Basada en una novela de Emilio Salgari, cuenta también con la música de Ennio Morricone. 

En 1925 Desmond Jordan, un arqueólogo estadounidense, encuentra un manuscrito que demuestra la existencia de la mítica Montaña que habla y sus tesoros secretos. Su búsqueda le lleva a los confines del Sahara, donde se enfrentamiento con el teniente Ryker y sus legionarios pero logra salvar a Anthea, la hermosa Reina de los Hombres de la Montaña.",Español,
414,SERIE,7.0,Nada que celebrar,Serie completa,https://static.filmin.es/images/media/1349/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/nada-que-celebrar,,España,"Comedia en Serie, Series Españolas",2012.0, Serie completa ,"Ser actor no significa ser famoso. La gran mayoría no lo son y mientras trabajan en otra cosa. Y cuanto más abajo se está, más situaciones surrealistas se viven. Esta es la ácida historia de tres de ellos.",Español,
415,SERIE,7.5,Science Gossip,Serie completa,https://static.filmin.es/images/media/3131/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/science-gossip,"Animación, Documental",España,"Animación Europea, Serie de animación, Serie de animación, Serie Documental, Juvenil KIDS, Filmin KIDS, Documental sobre Ciencia y Tecnología, Naturaleza KIDS, Educa y KIDS, Ciencia, Documental de animación",2014.0, Serie completa ,"Haciendo uso de las últimas técnicas de animación digital, Science Gossip resume las carreras de importantes figuras históricas relacionadas con el mundo de la ciencia de una manera amena y divertida. A pesar de que el rigor científico es respetado, el punto de vista tiene un tono más ligero y entretenido para que los espectadores reciban cortas y dinámicas dosis de información sobre cada científico, complementado con curisosas anécdotas. ¡Información de primera calidad, totalmente cierta, altamente probada y extremadamente divertida!",Español,
416,SERIE,6.4,Bailando con Vampiros,Serie completa,https://static.filmin.es/images/media/2931/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/bailando-con-vampiros,Animación,Japón,"Serie de animación, Serie de animación, Gore, Vampiros, Anime, Series Yowu",2010.0, Serie completa ,"Una serie llena de sangre, terror y emoción que deslumbra por su diseño y acción trepidante. Considerada como la “True Blood” japonesa, se basa en la popular novela gráfica de Nozumu Tamaki y está dirigida por uno de los directores más interesantes de la década, Akiyuki Shimbo (Madoka Mágica)
Mina Tepes es la reina de todos los vampiros y ha decidido que ya es el momento de crear un distrito especial para los vampiros, “El Bund”, frente a las cosstas de Japón mediante el pago de una deuda pública al gobierno japonés. Mina revela al mundo la existencia de los vampiros y su deseo de convivir con los humanos. Akira, un joven estudiante descubrirá que es un hombre lobo que deberá cumplir con su promesa, proteger a Mina. ¿Conseguirá su objetivo?",Español,
